$type,id,operationType,vehicleId,naptanId,stationName,lineId,lineName,platformName,direction,bearing,tripId,baseVersion,destinationNaptanId,destinationName,timestamp,timeToStation,currentLocation,towards,expectedArrival,timeToLive,modeName,timing.$type,timing.countdownServerAdjustment,timing.source,timing.insert,timing.read,timing.sent,timing.received
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",948987813,1,LTZ1639,490003758N,Becmead Avenue,159,159,N,inbound,204,641,20260130,,Streatham Station,2026-02-07 15:51:36.802987200+00:00,749,,Norbury,2026-02-07T16:04:05Z,2026-02-07T16:04:35Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0676160,2026-02-06T22:34:22.192Z,2026-02-07T15:52:13.392Z,2026-02-07T15:52:09.326Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1526663759,1,LTZ1461,490003758OA,Becmead Avenue,159,159,OA,outbound,22,550,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,35,,Brixton Or Tulse Hill,2026-02-07T15:52:11Z,2026-02-07T15:52:41Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0662894,2026-02-06T22:34:22.192Z,2026-02-07T15:52:03.195Z,2026-02-07T15:52:00.104Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",2015727747,1,LTZ1608,490014085N,Villa Road,159,159,RA,outbound,11,502,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,851,,Elephant & Castle Or Imperial War Museum,2026-02-07T16:05:47Z,2026-02-07T16:06:17Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.1067295,2026-02-06T22:34:22.192Z,2026-02-07T15:51:53.356Z,2026-02-07T15:51:49.29Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-59167009,1,LTZ1609,490001279E,Streatham Station,159,159,SF,outbound,81,570,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,332,,Pollards Hill Or Streatham Hill,2026-02-07T15:57:08Z,2026-02-07T15:57:38Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0582478,2026-02-06T22:34:22.192Z,2026-02-07T15:51:23.337Z,2026-02-07T15:51:19.252Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2020244016,1,LTZ1030,490003758OA,Becmead Avenue,159,159,OA,outbound,22,595,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,1134,,Brixton Or Tulse Hill,2026-02-07T16:10:30Z,2026-02-07T16:11:00Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0607967,2026-02-06T22:34:22.192Z,2026-02-07T15:51:43.368Z,2026-02-07T15:51:39.284Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-441162216,1,LTZ1608,490008645U,Kennington Park Post Office,159,159,U,outbound,320,502,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,1324,,Parliament Square Or Waterloo,2026-02-07T16:13:40Z,2026-02-07T16:14:10Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0623465,2026-02-06T22:34:22.192Z,2026-02-07T15:51:43.368Z,2026-02-07T15:51:39.284Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",198467222,1,LTZ1030,490001279E,Streatham Station,159,159,SF,outbound,81,595,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,872,,Pollards Hill Or Streatham Hill,2026-02-07T16:06:08Z,2026-02-07T16:06:38Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0589498,2026-02-06T22:34:22.192Z,2026-02-07T15:52:13.392Z,2026-02-07T15:52:09.326Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",291909320,1,LTZ1609,490005234N,Christchurch Road,159,159,BS,outbound,9,570,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,1093,,Brixton Or Clapham Common,2026-02-07T16:09:49Z,2026-02-07T16:10:19Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0986879,2026-02-06T22:34:22.192Z,2026-02-07T15:51:53.356Z,2026-02-07T15:51:49.29Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1341457870,1,LTZ1461,490014085N,Villa Road,159,159,RA,outbound,11,550,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,1334,,Elephant & Castle Or Imperial War Museum,2026-02-07T16:13:50Z,2026-02-07T16:14:20Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0622954,2026-02-06T22:34:22.192Z,2026-02-07T15:51:53.356Z,2026-02-07T15:51:49.29Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1944339784,1,LTZ1682,490015218S,New Park Road,159,159,BE,inbound,203,664,20260130,,Streatham Station,2026-02-07 15:51:36.802987200+00:00,654,,Clapham Park Or Streatham,2026-02-07T16:02:30Z,2026-02-07T16:03:00Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0568472,2026-02-06T22:34:22.192Z,2026-02-07T15:52:13.392Z,2026-02-07T15:52:09.326Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1392326731,1,LTZ1685,490008473E,Kennington Road / Imperial War Museum,159,159,E,outbound,340,529,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,1377,,Waterloo Or Parliament Sq Via Westminster Bridge,2026-02-07T16:14:33Z,2026-02-07T16:15:03Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0749725,2026-02-06T22:34:22.192Z,2026-02-07T15:52:03.38Z,2026-02-07T15:51:59.313Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-182069263,1,LTZ1685,490000031R,Brixton Station,159,159,R,outbound,15,529,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,155,,Kennington Oval,2026-02-07T15:54:11Z,2026-02-07T15:54:41Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0749725,2026-02-06T22:34:22.192Z,2026-02-07T15:52:03.38Z,2026-02-07T15:51:59.313Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",167069096,1,LTZ1032,490001281D,Streatham Hill Stn  / Streatham Hill,159,159,D,inbound,187,624,20260130,,Streatham Station,2026-02-07 15:51:36.802987200+00:00,113,,"Crystal Palace, Norbury Or Tooting",2026-02-07T15:53:29Z,2026-02-07T15:53:59Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0830858,2026-02-06T22:34:22.192Z,2026-02-07T15:51:53.356Z,2026-02-07T15:51:49.29Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1400409328,1,LTZ1685,490007587N,Groveway,159,159,RC,outbound,358,529,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,531,,Elephant & Castle Or Imperial War Museum,2026-02-07T16:00:27Z,2026-02-07T16:00:57Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0749725,2026-02-06T22:34:22.192Z,2026-02-07T15:52:03.38Z,2026-02-07T15:51:59.313Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",2108240932,1,LTZ1160,490009373S1,Loughborough Road,159,159,RK,inbound,177,348,20260130,,Streatham Station,2026-02-07 15:51:36.802987200+00:00,1096,,"Herne Hill, Streatham Hill Or Tulse Hill",2026-02-07T16:09:52Z,2026-02-07T16:10:22Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0785562,2026-02-06T22:34:22.192Z,2026-02-07T15:51:23.337Z,2026-02-07T15:51:19.252Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-998199892,1,LTZ1685,490008643KH,Kennington Lane,159,159,KH,outbound,1,529,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,1314,,Parliament Square,2026-02-07T16:13:30Z,2026-02-07T16:14:00Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0622954,2026-02-06T22:34:22.192Z,2026-02-07T15:52:03.38Z,2026-02-07T15:51:59.313Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-280232800,1,LTZ1685,490008248N,Hillyard Street,159,159,RD,outbound,2,529,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,578,,Elephant & Castle Or Imperial War Museum,2026-02-07T16:01:14Z,2026-02-07T16:01:44Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0749725,2026-02-06T22:34:22.192Z,2026-02-07T15:52:03.38Z,2026-02-07T15:51:59.313Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",2018152586,1,LTZ1168,490014085S,Villa Road,159,159,RL,inbound,191,694,20260130,,Streatham Station,2026-02-07 15:51:36.802987200+00:00,514,,"Herne Hill, Streatham Hill Or Tulse Hill",2026-02-07T16:00:10Z,2026-02-07T16:00:40Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0659163,2026-02-06T22:34:22.192Z,2026-02-07T15:51:53.356Z,2026-02-07T15:51:49.29Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1979104232,1,LTZ1019,490009373N1,Loughborough Road,159,159,RB,outbound,357,485,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,90,,Kennington Oval,2026-02-07T15:53:06Z,2026-02-07T15:53:36Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0785562,2026-02-06T22:34:22.192Z,2026-02-07T15:51:33.338Z,2026-02-07T15:51:29.253Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1001139773,1,LTZ1609,490015218N,New Park Road,159,159,BU,outbound,22,570,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,1215,,Camberwell Or Kennington Church,2026-02-07T16:11:51Z,2026-02-07T16:12:21Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0710009,2026-02-06T22:34:22.192Z,2026-02-07T15:52:03.38Z,2026-02-07T15:51:59.313Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-252476617,1,LTZ1040,490008642J,St Mark's Church,159,159,J,inbound,200,730,20260130,,Streatham Station,2026-02-07 15:51:36.802987200+00:00,462,,Streatham Hill,2026-02-07T15:59:18Z,2026-02-07T15:59:48Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0662894,2026-02-06T22:34:22.192Z,2026-02-07T15:52:03.18Z,2026-02-07T15:52:00.104Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-435117734,1,LTZ1461,490007587N,Groveway,159,159,RC,outbound,358,550,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,1430,,Elephant & Castle Or Imperial War Museum,2026-02-07T16:15:26Z,2026-02-07T16:15:56Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0630286,2026-02-06T22:34:22.192Z,2026-02-07T15:51:33.338Z,2026-02-07T15:51:29.253Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1759695221,1,LTZ1608,490009373N1,Loughborough Road,159,159,RB,outbound,357,502,20260130,,"Lambeth North, Lower Marsh",2026-02-07 15:51:36.802987200+00:00,879,,Kennington Oval,2026-02-07T16:06:15Z,2026-02-07T16:06:45Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0630286,2026-02-06T22:34:22.192Z,2026-02-07T15:51:23.337Z,2026-02-07T15:51:19.252Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",2117803400,1,LTZ1168,490004101S,Blenheim Gardens,159,159,BC,inbound,198,694,20260130,,Streatham Station,2026-02-07 15:51:36.802987200+00:00,963,,Streatham,2026-02-07T16:07:39Z,2026-02-07T16:08:09Z,bus,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",-00:00:04.0671199,2026-02-06T22:34:22.192Z,2026-02-07T15:52:03.38Z,2026-02-07T15:51:59.313Z,2026-02-07T15:51:36Z,0001-01-01T00:00:00Z
