vehicleId,stationName,lineId,lineName,direction,timeToStation,towards
LTZ1171,Kennington Park Post Office,159,159,outbound,133,Parliament Square Or Waterloo
LTZ1154,St Leonard's Church,159,159,inbound,179,"Crystal Palace, Norbury Or Pollards Hill"
LTZ1629,Blenheim Gardens,159,159,outbound,1013,Camberwell Or Kennington Church
LTZ1170,Christchurch Road,159,159,outbound,308,Brixton Or Clapham Common
LTZ1629,Kingscourt Road,159,159,outbound,345,"Clapham Common, Brixton Or Tulse Hill"
LTZ1170,Blenheim Gardens,159,159,outbound,576,Camberwell Or Kennington Church
LTZ1170,New Park Road,159,159,outbound,379,Camberwell Or Kennington Church
LTZ1463,Lower Marsh,159,159,outbound,1118,Pimlico Or Trafalgar Square
LTZ1614,St Leonard's Church,159,159,inbound,1065,"Crystal Palace, Norbury Or Pollards Hill"
LTZ1024,Christchurch Road,159,159,outbound,1206,Brixton Or Clapham Common
LTZ1024,Blenheim Gardens,159,159,outbound,1488,Camberwell Or Kennington Church
LTZ1154,Becmead Avenue,159,159,outbound,1493,Brixton Or Tulse Hill
LTZ1614,Brixton Water Lane,159,159,inbound,144,Clapham Park Or Streatham
LTZ1171,Windmill Row,159,159,outbound,234,Parliament Square Or Waterloo
LTZ1463,Brixton Road / Brixton Police Station,159,159,outbound,135,Lambeth Bridge Or Lambeth North
LTZ1171,Lambeth North Station,159,159,outbound,482,Westminster Or Waterloo
LTZ1463,Villa Road,159,159,outbound,196,Elephant & Castle Or Imperial War Museum
LTZ1024,Rush Common,159,159,outbound,1586,Camberwell Or Kennington Church
LTZ1170,Vassall Road,159,159,outbound,1290,Elephant & Castle Or Imperial War Museum
LTZ1614,Jebb Avenue / Brixton Prison,159,159,inbound,268,Clapham Park Or Streatham
LTZ1024,New Park Road,159,159,outbound,1322,Camberwell Or Kennington Church
LTZ1625,Streatham Hill / Christchurch Road,159,159,inbound,848,"Crystal Palace, Norbury Or Tooting"
LTZ1614,New Park Road,159,159,inbound,351,Clapham Park Or Streatham
LTZ1614,Becmead Avenue,159,159,inbound,874,Norbury
LTZ1629,Brixton Road / Brixton Police Station,159,159,outbound,1337,Lambeth Bridge Or Lambeth North
LTZ1629,Loughborough Road,159,159,outbound,1409,Kennington Oval
LTZ1625,Villa Road,159,159,inbound,56,"Herne Hill, Streatham Hill Or Tulse Hill"
LTZ1625,Kingscourt Road,159,159,inbound,1124,"Mitcham, Norbury Or Tooting"
LTZ1627,Rush Common,159,159,inbound,1158,Clapham Park Or Streatham
LTZ1463,Kennington Lane,159,159,outbound,841,Parliament Square
LTZ1171,Kennington Road / Imperial War Museum,159,159,outbound,397,Waterloo Or Parliament Sq Via Westminster Bridge
LTZ1171,Fitzalan Street,159,159,outbound,360,Parliament Square Or Waterloo
LTZ1625,Telford Avenue,159,159,inbound,932,"Crystal Palace, Norbury Or Tooting"
LTZ1627,Streatham Hill Stn  / Streatham Hill,159,159,inbound,1805,"Crystal Palace, Norbury Or Tooting"
LTZ1629,Brixton Station,159,159,outbound,1218,Kennington Oval
LTZ1170,St Mark's Church,159,159,outbound,1386,"Elephant & Castle, Lambeth Bdg Or Lambeth Nth"
LTZ1625,St Leonard's Church,159,159,inbound,1342,"Crystal Palace, Norbury Or Pollards Hill"
LTZ1629,Lambeth Town Hall,159,159,outbound,1051,Kennington Church
LTZ1629,Groveway,159,159,outbound,1625,Elephant & Castle Or Imperial War Museum
LTZ1614,Streatham Hill Stn  / Streatham Hill,159,159,inbound,586,"Crystal Palace, Norbury Or Tooting"
LTZ1024,Streatham Station,159,159,outbound,483,Pollards Hill Or Streatham Hill
LTZ1463,Fitzalan Street,159,159,outbound,910,Parliament Square Or Waterloo
LTZ1024,Lambeth Town Hall,159,159,outbound,1706,Kennington Church
LTZ1627,Vassall Road,159,159,inbound,471,"Herne Hill, Streatham Hill Or Tulse Hill"
LTZ1154,Becmead Avenue,159,159,inbound,2,Norbury
LTZ1463,Groveway,159,159,outbound,309,Elephant & Castle Or Imperial War Museum
LTZ1625,Mount Ephraim Road,159,159,inbound,1112,"Mitcham, Norbury Or Tooting"
LTZ1629,Streatham Station,159,159,outbound,55,Pollards Hill Or Streatham Hill
LTZ1627,Windmill Row,159,159,inbound,18,Brixton
LTZ1170,Brixton Station,159,159,outbound,902,Kennington Oval
LTZ1170,Brixton Road / Brixton Police Station,159,159,outbound,1035,Lambeth Bridge Or Lambeth North
LTZ1614,Holmewood Road,159,159,inbound,402,"Clapham Park, Streatham Common Or Tooting"
LTZ1614,Blenheim Gardens,159,159,inbound,212,Streatham
LTZ1154,Kingscourt Road,159,159,outbound,1542,"Clapham Common, Brixton Or Tulse Hill"
LTZ1171,Lower Marsh,159,159,outbound,562,Pimlico Or Trafalgar Square
LTZ1154,Streatham Station,159,159,inbound,291,null
LTZ1463,Windmill Row,159,159,outbound,785,Parliament Square Or Waterloo
LTZ1625,Holmewood Road,159,159,inbound,779,"Clapham Park, Streatham Common Or Tooting"
